trackID,genreID
154903,176858
154905,34486
155055,181653
155130,17453
155161,35389
155222,139095
155268,199606
155337,224280
155359,162234
155396,33722
155591,266781
155593,34486
155765,173467
155884,198263
155958,158282
155976,17453
156135,173655
156154,136406
156182,82064
156184,99463
156250,48505
156257,274088
156292,196528
156335,48505
156356,172023
156376,35389
156420,79926
156470,34486
156512,274088
156514,73523
156536,18161
156616,33722
156642,17453
156645,33722
156764,198263
156794,173180
156803,99463
156842,61215
156970,88853
156983,126500
157023,199606
157268,19913
157307,224280
157313,67331
157362,208198
157372,274088
157430,67098
157477,158282
157494,214110
157515,176858
157565,287681
157566,158282
157606,211809
157624,198263
157628,99463
157645,9432
157782,90309
157786,158282
157798,224280
157816,201738
157873,139095
158004,51420
158060,268217
158179,131552
158201,131552
158210,62246
158247,131552
158253,149962
158276,224280
158328,235074
158430,61215
158467,274088
158509,33722
158573,294310
158645,61215
158655,51420
158662,82064
158692,176858
158726,33722
158748,199606
159021,88853
159058,201738
159069,73523
159071,219193
159098,279143
159129,73523
159141,279143
159205,131552
159232,147886
159255,51420
159377,88853
159422,274088
159589,214765
159630,88853
159638,287681
159683,131552
159705,199606
159722,287681
159811,35389
159888,30949
159912,8400
159961,82064
160009,268304
160012,48505
160041,161649
160041,79926
160065,274088
160094,139095
160199,142021
160275,158282
160275,279143
160299,198263
160346,127796
160358,131552
160389,108091
160393,61215
160582,61215
160596,31567
160658,198263
160675,224280
160694,82064
160744,216462
160781,65985
160811,61215
160817,174731
160835,186413
160853,274088
160853,79926
160916,279143
160940,61215
160956,158282
161036,138304
161171,82378
161193,287681
161237,79926
161241,172023
161251,138875
161292,34486
161309,214765
161356,82064
161391,218185
161474,17453
161491,209270
161580,274088
161603,145948
161637,30949
161655,139095
161725,81520
161737,105160
161775,133159
161809,173467
161843,33722
161881,61215
161890,34486
161914,61215
161981,219193
162010,293688
162179,259669
162185,61215
162213,127796
162268,61215
162282,172023
162314,79926
162347,133159
162349,158282
162575,243099
162592,158282
162660,61215
162725,17453
162777,51420
162781,18161
162844,173467
162888,61215
162941,161601
162985,81520
162987,88853
163125,274161
163165,285888
163203,208198
163236,150385
163281,67331
163355,274088
163379,61215
163383,61215
163433,142021
163433,67331
163443,61215
163459,88853
163507,274088
163630,173467
163682,88853
163710,34486
163714,77904
163724,61215
163791,33204
163862,274161
163922,61215
163960,17453
164015,82064
164038,147886
164094,133159
164176,48505
164188,201738
164246,61215
164308,287681
164318,274088
164363,131552
164411,282464
164517,176858
164535,158282
164564,47898
164564,67331
164584,242383
164615,34486
164672,84705
164728,173467
164734,277617
164811,268304
164814,142021
164835,219193
164845,17453
164968,88853
164977,110478
165031,34486
165045,266073
165136,211809
165218,285888
165228,35389
165238,208198
165262,209270
165264,266073
165373,9667
165378,61215
165390,136406
165392,207648
165428,34486
165496,19913
165532,8400
165543,110478
165592,174731
165667,61215
165675,51420
165680,35389
165855,268304
165860,201738
165886,163949
165936,274088
165962,201738
166013,173467
166075,67186
166093,71345
166120,48717
166142,281429
166144,173655
166163,84705
166178,253120
166182,48717
166268,155264
166369,61215
166370,88853
166447,158282
166510,109592
166517,147886
166671,131552
166724,88853
166754,287681
166872,268304
166897,61215
166931,61215
166942,158282
166949,199606
166992,149962
167017,207481
167095,88853
167221,142021
167280,61215
167306,218185
167359,251593
167391,279143
167464,35389
167490,34486
167599,176858
167600,61215
167616,133159
167620,35389
167676,172023
167721,242383
167739,61215
167756,48505
167776,208198
167834,48717
167847,33722
167854,131552
167935,214765
168021,31567
168073,112055
168100,79926
168110,147886
168157,17453
168216,98856
168264,48505
168265,47898
168404,40467
168434,173467
168436,268304
168470,61215
168472,47898
168518,243099
168519,224280
168522,3969
168586,48505
168596,55756
168640,31104
168697,274088
168705,34486
168710,242383
168743,9432
168746,242383
168827,161601
168845,242383
168896,109592
168925,274088
168932,287681
168972,67098
168999,101667
169061,133159
169120,242383
169149,287681
169169,274088
169185,18161
169186,287681
169211,131552
169219,77904
169262,34486
169293,19913
169329,18161
169337,48505
169372,61215
169393,33722
169421,173467
169430,158282
169442,88853
169469,88853
169490,279143
169587,17453
169641,34486
169703,65985
169706,251593
169752,155788
169842,214765
169847,62246
169898,274088
169917,126500
169922,147886
169945,51420
170023,73523
170140,243099
170142,99415
170157,109592
170194,242383
170215,81520
170215,279143
170289,99463
170290,242383
170331,17453
170382,48505
170424,81520
170452,12274
170496,173180
170546,278302
170757,88853
170793,287681
170809,67331
170872,34486
170892,17453
170897,67098
170978,196528
171007,35389
171065,55447
171222,17453
171235,30949
171237,216462
171258,207648
171297,17453
171300,48717
171348,199606
171382,259669
171447,99463
171448,67098
171465,200632
171467,133159
171494,173655
171502,287681
171514,279143
171527,61215
171530,274161
171549,176858
171585,131552
171605,131552
171655,27110
171727,62246
171739,17453
171808,61215
171845,199606
171870,30949
171874,162234
171912,9667
171916,88853
171919,51420
171949,201738
171975,162234
171999,47898
172081,278302
172148,27110
172161,155788
172171,158282
172189,3969
172378,256783
172406,123396
172487,172023
172490,259669
172635,48505
172696,182697
172749,279143
172771,91653
172849,158282
173055,75691
173068,205389
173075,172023
173193,131552
173202,61215
173232,294310
173268,3969
173306,173467
173307,77904
173315,233978
173330,18161
173358,274088
173368,228419
173380,176858
173384,256783
173501,19913
173513,19913
173610,274088
173687,67331
173733,61215
173733,251593
173766,82064
173826,131552
173863,139095
173879,287681
173919,274088
173941,33722
173949,61215
173953,78966
173982,173467
173987,133159
174027,198263
174063,48505
174068,172023
174105,33722
174124,287681
174151,67331
174193,139095
174268,82064
174279,173467
174401,294310
174506,131552
174510,35389
174655,123396
174659,35389
174696,3969
174786,158282
174832,61215
174893,109592
174974,48505
175074,123396
175079,3969
175171,279143
175183,9432
175217,34486
175233,150385
175308,199606
175316,73523
175339,214110
175475,173467
175533,155264
175577,61215
175608,172023
175654,131552
175668,274088
175676,233978
175749,201738
175750,65985
175834,230141
175843,274088
175861,61215
175952,162234
176071,163949
176083,224280
176122,218185
176136,145948
176141,11688
176242,206269
176247,61215
176358,48505
176444,176858
176499,34486
176598,33722
176598,176858
176619,219193
176628,35389
176631,34486
176632,17453
176651,172023
176670,199606
176699,17680
176733,51420
176745,18161
176794,82064
176818,131552
176820,3969
176946,146103
176946,30949
177039,33722
177085,199606
177117,88853
177145,176858
177244,61215
177246,131552
177346,173180
177370,109592
177379,34486
177385,271945
177389,259280
177400,48505
177497,35389
177507,81520
177540,131552
177547,48505
177570,81520
177587,199606
177596,48505
177648,176858
177665,61215
177704,275144
177717,158282
177797,9432
177804,33722
177811,280261
177839,287681
177839,268304
177860,172023
177906,274088
177921,88853
177940,162673
178000,186413
178067,79926
178087,82064
178120,61215
178144,158282
178191,233978
178228,88853
178233,274088
178237,214765
178304,158282
178324,82064
178342,82064
178348,61215
178412,8400
178430,88853
178485,172023
178547,61215
178563,199606
178601,34486
178608,34486
178622,73523
178630,110478
178789,51420
178845,33722
178847,17453
178857,61215
178896,131552
178906,170545
178939,33722
178954,242383
178998,61215
179002,18161
179033,82378
179053,280261
179100,61215
179143,176858
179179,162234
179201,61215
179238,212410
179276,61215
179306,173655
179403,201738
179492,279143
179499,214765
179564,61215
179619,198263
179679,224280
179724,243099
179753,99463
179754,82064
179856,181006
179884,176858
179893,214765
179957,35389
179967,133159
179968,155264
180036,279143
180069,293670
180070,131552
180133,133159
180136,18161
180160,172023
180177,82064
180328,61215
180403,47898
180423,18161
180621,99463
180672,61215
180792,192976
180826,88853
180956,109592
180963,172023
181120,34486
181181,189467
181215,17453
181220,61215
181278,235074
181350,33204
181369,214765
181377,173467
181434,214765
181470,199606
181496,173467
181573,146792
181573,67098
181769,34486
181867,176858
181889,103715
181931,61215
181939,131552
182099,19913
182134,251593
182151,177561
182160,158282
182168,214765
182200,17680
182203,90309
182206,139095
182233,199606
182233,88853
182242,61215
182245,207648
182432,67331
182510,61215
182512,17453
182546,17453
182561,146103
182564,207648
182638,61215
182652,287681
182710,61215
182853,88853
182929,18161
182991,48505
182996,79926
183038,173655
183132,61215
183135,17453
183180,79926
183189,259669
183286,109592
183359,212410
183373,173467
183404,34486
183406,268217
183431,35389
183440,73523
183522,34486
183564,253120
183627,133159
183647,279143
183689,18161
183705,67331
183731,34486
183744,244713
183770,279143
183784,268304
183809,212410
183886,77904
183997,228419
184001,218185
184026,243099
184039,181653
184204,81520
184214,207648
184223,181653
184253,173467
184371,162234
184401,35389
184444,82064
184459,48505
184550,61215
184636,88853
184664,88853
184782,201738
184847,219193
184918,33722
184943,189467
185011,233978
185148,176858
185171,161649
185200,198263
185353,34486
185359,230141
185371,88853
185472,35389
185509,61215
185565,279143
185602,201738
185604,199606
185605,186413
185645,293688
185647,131552
185647,274088
185658,131552
185703,271945
185798,198263
185804,131552
185815,233978
185837,224280
185933,61215
185996,287681
186017,281429
186225,8400
186231,33722
186232,88853
186304,259280
186356,35389
186374,61215
186396,105160
186403,201738
186436,61215
186494,279143
186562,55447
186602,133159
186618,176858
186710,73523
186827,279143
186830,159815
186887,67098
186889,158282
186891,213809
186937,174731
186979,289568
186995,139095
186998,61215
187014,99463
187125,82064
187182,199606
187251,35389
187303,131552
187654,163949
187688,173467
187694,88853
187736,35389
187741,173467
187827,274088
187828,88853
187834,88853
187935,61215
187941,48505
188078,199606
188177,79926
188183,3969
188220,176858
188237,138304
188272,88853
188316,61215
188316,34486
188340,287681
188340,61215
188352,88853
188355,131552
188432,51420
188465,259669
188511,82064
188531,131552
188540,61215
188570,3969
188605,34486
188633,33722
188672,61215
188681,274088
188784,173467
188822,219193
188840,215068
188881,88853
188891,61215
188921,201738
188935,274088
188962,182697
188988,244713
189002,235074
189112,48505
189292,181653
189353,214110
189488,82064
189514,33722
189545,287681
189564,172023
189673,88853
189698,131552
189703,199606
189781,201738
189876,131552
189884,293688
190042,17453
190057,158282
190057,242383
190057,207648
190235,22299
190244,82064
190261,51420
190268,61215
190287,48717
190317,17680
190335,219193
190355,17453
190373,173655
190387,278302
190415,146103
190433,131552
190444,35389
190602,201738
190625,113327
190685,189467
190723,158282
190741,33722
190858,162234
190875,98687
190929,99463
190938,172023
190952,172023
190980,65985
191043,242383
191056,199606
191065,35389
191109,131552
191147,61215
191154,19913
191178,131552
191197,61215
191348,17453
191407,61215
191422,79926
191457,33722
191467,35389
191487,242383
191490,214765
191598,17680
191615,176858
191729,61215
191756,33204
191764,77904
191878,139095
191897,139095
191909,158282
191919,173467
192036,35389
192065,146792
192087,172023
192090,61215
192102,75409
192212,61215
192274,155264
192305,61215
192328,158282
192342,48505
192391,19913
192423,17453
192455,274161
192455,33722
192455,142021
192482,164164
192523,88853
192536,150385
192589,176858
192629,17453
192699,131552
192710,147886
192735,103715
192755,242383
192770,282464
192827,61215
192907,173467
192944,88853
192950,244713
192988,274088
193024,158282
193039,45077
193050,35389
193058,173467
193091,219193
193096,268304
193145,61215
193253,77904
193382,51420
193457,170545
193472,34486
193507,133159
193550,158282
193569,90309
193598,214765
193603,158282
193621,155264
193626,34486
193626,274088
193632,233978
193705,62246
193756,243099
193776,205389
193830,213809
193848,155788
193878,19913
193929,67331
193938,242383
193939,172023
193965,181653
194119,61215
194143,158282
194202,48505
194295,84705
194302,177561
194365,18161
194371,149962
194512,228419
194575,274088
194592,176858
194592,228419
194601,18161
194612,155788
194646,61215
194687,181653
194730,34486
194887,205389
194900,266781
194934,61215
194976,73523
194994,34486
194997,207648
195010,48505
195036,173467
195063,199606
195066,73523
195089,17453
195144,88853
195194,67331
195223,17453
195226,274088
195256,82064
195289,199606
195290,207648
195348,199606
195431,242383
195447,48717
195467,287681
195536,51420
195615,103715
195713,34486
195741,67098
195760,212410
195762,181653
195779,199606
195821,17453
195879,219193
195918,17453
195994,176858
196058,218185
196100,19913
196100,196528
196188,173467
196253,274088
196300,123396
196316,266781
196318,274161
196328,278302
196409,228419
196418,17453
196426,61215
196467,131552
196550,173467
196617,17453
196666,280261
196706,105160
196712,34486
196733,61215
196841,34486
196896,205389
196915,287681
196958,173467
196985,176858
196999,131552
197000,17680
197014,48505
197023,98154
197034,61215
197062,103715
197120,17453
197130,208198
197133,242383
197266,268304
197279,88853
197305,88853
197340,158282
197342,82064
197369,88853
197398,45077
197410,99463
197434,131552
197470,17453
197471,34486
197500,61215
197505,131552
197508,61215
197515,61215
197595,82064
197601,18161
197684,61215
197859,228419
197893,201738
197899,34486
197963,61215
198038,155264
198098,131552
198112,34486
198195,91653
198246,244713
198253,17453
198381,259669
198421,131552
198449,139095
198476,235074
198538,181653
198542,17453
198544,131552
198557,162234
198581,88853
198590,61215
198620,181653
198640,34486
198694,176858
198734,61215
198776,82064
198793,75409
198799,61215
198803,73523
198822,79926
199062,274088
199077,214110
199120,19913
199141,176858
199186,61215
199203,201738
199210,77904
199298,77904
199401,294310
199410,35389
199456,173467
199477,88853
199524,55756
199577,274161
199646,61215
199681,73523
199694,61215
199769,8400
199778,172023
199840,281429
199850,215068
199887,233978
199950,48717
199950,213809
200007,131552
200019,88853
200021,274088
200052,256783
200063,82064
200072,201738
200074,133159
200155,274088
200268,61215
200273,158282
200345,172023
200406,65985
200446,17453
200466,172023
200501,61215
200533,61215
200557,181006
200630,177561
200657,131552
200673,116130
200690,61215
200707,186413
200773,33722
200798,206627
200830,81520
200839,139095
200853,172023
200870,199606
200898,289568
200975,199606
201013,131552
201051,161649
201140,201738
201151,268304
201153,176858
201176,274161
201208,61215
201216,19913
201221,199412
201263,163949
201313,61215
201316,79926
201335,131552
201369,176858
201424,131552
201481,131552
201541,48505
201630,219193
201648,224280
201650,154024
201698,9667
201709,18161
201715,131552
201735,8400
201787,30949
201855,139095
201929,216462
201941,172023
201962,161601
202042,289568
202053,133159
202112,199606
202113,91653
202115,88853
202175,279143
202209,99463
202228,242383
202303,61215
202357,158282
202361,251593
202413,51420
202419,17453
202508,201738
202576,131552
202634,109592
202785,34486
202814,242383
202832,40467
202848,81520
202916,35389
203018,289568
203101,8400
203124,147886
203134,176858
203136,27110
203224,61215
203294,139095
203407,274088
203434,242383
203438,88853
203457,199606
203519,61215
203523,19913
203534,274088
203587,136406
203607,198263
203669,131552
203674,219193
203715,253120
203719,88853
203724,75409
203790,61215
203796,17453
203870,37405
203882,279143
203905,99463
203915,88853
203993,35389
204060,205389
204069,48505
204116,158282
204117,158282
204125,219193
204166,82064
204189,214765
204237,67186
204287,33722
204303,88853
204470,256783
204647,34486
204666,35389
204677,163949
204679,213809
204730,81520
204774,172023
204792,176858
103564,34486
103586,34486
103596,131552
103637,146103
103712,48505
103722,33722
103748,242383
103748,279143
103750,287681
103804,77904
103809,173467
103815,146103
103818,61215
103825,259669
103907,287681
103913,18161
103915,126500
103926,206269
103943,35389
103947,61215
104032,293688
104061,201738
104094,181006
104097,82064
104168,48717
104194,173467
104199,158282
104271,34486
104273,34486
104331,88853
104348,279143
104378,61215
104470,274088
104513,162673
104545,268217
104546,285888
104570,173467
104670,19913
104699,79926
104772,173467
104772,219193
104781,48505
104836,3969
104838,149962
104869,219193
104892,34486
104916,208198
104959,170545
105054,61215
105063,282464
105092,65985
105151,158282
105156,61215
105171,176858
105183,287681
105213,201738
105227,62246
105238,34486
105278,173655
105307,82064
105394,31104
105408,219193
105440,48505
105441,35389
105455,216462
105491,34486
105491,35389
105498,18161
105504,67186
105552,173467
105589,17453
105610,35389
105627,162234
105692,131552
105708,279143
105714,289568
105724,242383
105728,173467
105881,61215
105891,61215
105929,172023
105931,173655
105970,176858
105974,131552
106021,67331
106031,48505
106047,133159
106097,146792
106134,131552
106137,173655
106181,268304
106272,174731
106277,81520
106280,274161
106291,110478
106356,17453
106422,77904
106423,146792
106430,158282
106438,199606
106466,61215
106477,176858
106499,77904
106513,88853
106515,163949
106547,67331
106566,17453
106596,158282
106665,162234
106720,173467
106733,99415
106751,199606
106776,164164
106799,61215
106813,268304
106818,34486
106831,61215
106886,199606
106898,61215
106927,61215
106975,131552
107014,161601
107024,35389
107027,61215
107076,61215
107113,99415
107240,174731
107270,81520
107292,279143
107361,33722
107371,79926
107401,281429
107413,35389
107424,199606
107450,61215
107457,158282
107497,142021
107616,274088
107664,34486
107703,287681
107739,285888
107780,224280
107796,176858
107799,201738
107883,176858
107883,142021
107929,75409
107960,133159
107988,34486
108053,139095
108068,9432
108078,33722
108096,82064
108120,131552
108129,61215
108154,19913
108187,293670
108334,61215
108358,82064
108398,11688
108407,40467
108576,201738
108607,61215
108609,133159
108625,81520
108630,199606
108633,61215
108675,17453
108682,274088
108697,19913
108743,131552
108745,62246
108781,158282
108858,274088
108873,281429
108883,131552
108910,81520
108911,131552
108929,198263
108929,34486
109060,88853
109110,84705
109161,34486
109192,82064
109271,176858
109310,139095
109336,279143
109367,34486
109443,131552
109462,82378
109490,82064
109537,112055
109601,138875
109644,274088
109772,176858
109849,279143
109852,181653
109870,61215
109939,131552
110053,274088
110137,61215
110148,34486
110200,259669
110288,219193
110318,158282
110339,173467
110490,131552
110494,110478
110576,131552
110582,48505
110668,18161
110697,61215
110744,219193
110775,33722
110816,224280
110819,213809
110832,274088
110857,82064
110890,161601
110910,105160
110925,177561
110999,18161
110999,217757
111014,271945
111020,61215
111152,48505
111170,201738
111237,199606
111375,88853
111423,242383
111424,51420
111428,209270
111431,172023
111462,173467
111468,77904
111504,162234
111608,199606
111608,243099
111650,268304
111841,61215
111844,65985
111858,34486
111927,88853
112016,33722
112098,51420
112099,33722
112183,73370
112188,173467
112215,76912
112287,162234
112363,199606
112401,131552
112401,268304
112401,17680
112473,196528
112483,61215
112519,88853
112644,61215
112658,131552
112688,199606
112840,61215
112870,287681
112874,61215
112949,139095
112999,35389
113015,51420
113020,131552
113086,177561
113086,88853
113128,9667
113133,219193
113187,48717
113203,253120
113233,228419
113280,138304
113336,138304
113386,75691
113456,162234
113482,176858
113560,88853
113561,61215
113582,242383
113593,67186
113676,61215
113709,268304
113733,61215
113787,268304
113793,224280
113797,67098
113846,233978
113905,173467
113919,131552
113941,33204
114003,19913
114073,145948
114186,88853
114209,224280
114293,131552
114307,82064
114390,33722
114527,198263
114586,158282
114600,82064
114654,48717
114741,215068
114746,61215
114758,67331
114817,242383
114912,161601
114985,67331
115008,176858
115010,158282
115013,17453
115018,48505
115086,279143
115148,212410
115191,109592
115209,173467
115235,242383
115261,279143
115274,173180
115276,48505
115277,33722
115336,88853
115361,75409
115377,76912
115417,116130
115447,287681
115633,9432
115665,88853
115702,131552
115721,230141
115725,145948
115763,109592
115778,67186
115810,61215
115844,274161
115853,17453
115871,61215
115886,268304
115894,18161
115928,73523
116039,61215
116108,77904
116128,133159
116163,30949
116169,61215
116180,45077
116187,61215
116303,79926
116323,131552
116348,242383
116366,34486
116371,61215
116408,181006
116429,67098
116456,133159
116482,219193
116537,61215
116560,215068
116602,274088
116711,181006
116719,17453
116721,17453
116786,73523
116828,34486
116883,48717
116898,112055
116943,9432
117104,88853
117196,239725
117287,61215
117313,75409
117333,11688
117391,253120
117434,146792
117443,34486
117452,30949
117479,99463
117553,209270
117592,150385
117601,217757
117664,242383
117744,82064
117821,213152
117833,88853
117837,48505
117866,79926
117900,61215
117935,88853
117946,274088
118051,214765
118079,224280
118104,73523
118132,173467
118153,131552
118162,173467
118221,61215
118231,67186
118312,61215
118317,61215
118347,139095
118447,133159
118459,18161
118460,268217
118471,173467
118474,34486
118474,90309
118594,279143
118620,61215
118623,19913
118722,274088
118749,199606
118806,98154
118808,268304
118809,242383
118839,158282
118920,17453
119023,48505
119106,242383
119107,158282
119155,33722
119302,73523
119453,19913
119553,48717
119603,139095
119617,30949
119667,48505
119692,51420
119711,281429
119711,67331
119746,280261
119789,61215
119865,266781
120049,34486
120049,67098
120090,33722
120171,259280
120318,268304
120319,268304
120431,118720
120495,19913
120501,274088
120632,158282
120644,293670
120769,142021
120803,242383
120933,173655
120964,147886
120976,158282
121024,274161
121049,67098
121066,131552
121077,274088
121115,88853
121141,274088
121144,199606
121153,61215
121165,131552
121206,17453
121219,48505
121220,146792
121232,61215
121333,88853
121350,176858
121374,81520
121409,208198
121413,17453
121452,172023
121486,17453
121574,61215
121628,88853
121690,149962
121733,133159
121741,47898
121761,61215
121822,293670
121823,67098
121887,279143
121897,61215
121942,131552
122004,209270
122034,82064
122068,61215
122113,133159
122115,172023
122130,282464
122137,172023
122283,242383
122453,33204
122613,224280
122700,17453
122754,131552
122754,173467
122797,61215
122829,208198
122843,34486
122843,48717
122861,35389
123008,158282
123114,77904
123165,48505
123283,242383
123302,253120
123320,142021
123363,207648
123435,34486
123436,212410
123449,214765
123462,62246
123462,82064
123534,198263
123612,61215
123614,176858
123681,242383
123715,35389
123738,34486
123878,139095
123882,268304
123886,48505
123905,268304
123949,99463
123990,177561
124041,213809
124234,88853
124293,224280
124298,214765
124315,33722
124346,201738
124348,214765
124360,19913
124387,61215
124466,34486
124550,37405
124551,99463
124578,158282
124578,279143
124580,294310
124723,33722
124831,199606
124887,199606
124898,242383
124992,274088
125023,199606
125045,17453
125074,34486
125113,79926
125126,172023
125309,88853
125321,218185
125337,281429
125362,158282
125574,61215
125622,208198
125655,158282
125731,172023
125778,228419
125821,172023
125990,88853
126146,33722
126151,131552
126166,61215
126396,242383
126514,173467
126578,233978
126606,48505
126610,61215
126639,274088
126698,266781
126770,34486
126888,61215
126948,182697
126992,88853
127053,138875
127055,131552
127061,17453
127268,133159
127375,61215
127395,214765
127436,281429
127486,158282
127499,177561
127539,17453
127585,214765
127679,172023
127887,88853
127986,131552
128002,88853
128011,34486
128011,8400
128058,3969
128066,162673
128077,34486
128114,61215
128125,33722
128160,30949
128217,131552
128278,33722
128324,212410
128328,212410
128409,17453
128464,146792
128483,201738
128506,33722
128507,67098
128511,48505
128520,48505
128857,244713
128889,34486
128909,241089
128937,61215
129007,181653
129095,133159
129097,131552
129113,34486
129136,33722
129166,34486
129192,176858
129211,34486
129250,219193
129296,33204
129317,88853
129358,287681
129429,274088
129505,224280
129615,67331
129670,268304
129735,79926
129814,88853
129844,259280
129856,279143
129907,9667
129939,61215
129989,242383
129997,82378
130008,65985
130088,243099
130139,172023
130228,268304
130276,158282
130354,158282
130437,176858
130503,34486
130521,110478
130551,18161
130704,61215
130780,131552
130804,48505
130869,67098
130941,35389
131107,61215
131142,99463
131170,224280
131217,67331
131350,274088
131460,274088
131474,61215
131481,8400
131499,103715
131506,172023
131533,33722
131559,33204
131583,131552
131609,242383
131691,82064
131692,99463
131699,199606
131732,34486
131783,110478
131800,158282
131889,82378
131913,243099
131988,131552
132050,219193
132075,73523
132126,131552
132151,233978
132168,35389
132227,48505
132230,173467
132263,81520
132382,61215
132429,35389
132446,61215
132457,61215
132509,61215
132616,282464
132643,212410
132673,33722
132707,155264
132761,61215
132807,35389
132923,201738
132934,99463
133128,173467
133232,176858
133433,88853
133455,88853
133467,154024
133514,88853
133514,51420
133514,67331
133579,158282
133606,173467
133670,65985
133904,88853
133920,274161
133922,33722
133967,34486
133994,65985
134081,18161
134216,158282
134245,62289
134293,17453
134297,242383
134339,131552
134359,172023
134406,214765
134517,287681
134559,34486
134591,224280
134601,279143
134618,279143
134625,279143
134643,199606
134677,181006
134834,88853
134906,198263
134988,162234
135004,34486
135155,61215
135155,65985
135168,19913
135191,274161
135201,279143
135217,214765
135232,35389
135367,110478
135436,244713
135482,274088
135484,34486
135520,61215
135563,268304
135613,51420
135697,173467
135715,162234
135720,33722
135723,199606
135733,181006
135869,9667
136034,9667
136078,173655
136100,173467
136155,158282
136168,242383
136203,61215
136304,230141
136346,199606
136453,289568
136458,173655
136540,34486
136542,61215
136623,33722
136809,61215
136813,19913
136885,48505
136976,274088
136984,19913
137048,62246
137087,233978
137119,48505
137201,67186
137268,131552
137284,266781
137499,131552
137664,61215
137716,279143
137735,287681
137761,19913
137872,244713
137881,279143
137908,84705
137995,61215
138000,123396
138063,61215
138112,19913
138125,287681
138183,136406
138286,213809
138334,155788
138386,34486
138467,279143
138547,98154
138631,287681
138649,214110
138835,268304
138837,48505
138874,173655
138890,18161
139121,173467
139140,131552
139172,17453
139238,61215
139280,161601
139303,266073
139368,61215
139414,51420
139464,61215
139481,33722
139597,201738
139697,34486
139747,109592
139762,189467
140002,177561
140015,201738
140071,108091
140092,206269
140105,158282
140198,131552
140272,230141
140275,88853
140309,216462
140322,131552
140367,199606
140390,274088
140477,242383
140481,34486
140551,189467
140574,173467
140577,258600
140614,61215
140634,244713
140642,242383
140670,224280
140804,8400
140810,48717
140979,187871
141015,244713
141119,176858
141161,98856
141235,158282
141253,19913
141340,67331
141359,48505
141372,173655
141415,173467
141431,33204
141458,61215
141476,271945
141487,131552
141666,146792
141808,61215
141834,79926
141848,99463
141879,278302
141979,131552
142117,176858
142326,199606
142571,201738
142636,279143
142713,173467
142861,34486
142882,176858
142962,91653
143029,173467
143055,280261
143316,90309
143321,142021
106284,214765
109359,131552
109759,88853
111608,48717
113480,199606
115002,287681
117586,34486
118078,123396
118085,172023
118160,201738
120270,219193
121557,212410
121712,147886
121745,110478
121801,172023
122185,88853
123677,67098
123785,199606
123826,81520
123998,142021
124760,158282
124960,61215
125006,33722
125184,147886
125189,48505
125703,274088
126027,176858
126315,77904
126418,199606
127799,67098
128024,173467
128609,61215
128633,211809
128786,34486
129195,35389
129657,34486
130754,3969
130813,294310
130831,34486
131352,123396
131470,88853
131579,259280
131758,82064
131872,287681
131921,173467
132016,31104
132309,88853
132328,214765
132730,61215
132858,48717
132904,235074
133036,61215
133359,34486
133501,17453
133539,123396
133542,48505
133783,224280
133886,35389
134024,18161
134241,33204
134285,61215
134815,139095
134910,242383
135014,19913
135035,131552
135117,88853
135269,241089
135472,274088
135577,99415
135601,177561
135870,17453
136087,258600
136247,176858
136257,139095
136351,176858
136409,176858
136469,259669
136723,214765
136793,71345
136949,127323
137087,281429
137265,224280
137471,218185
137517,287681
137662,176858
137744,17453
137753,162234
138142,19913
138286,35389
138350,186413
138371,198263
138863,243099
139406,162234
139411,17453
139503,199606
139551,199606
139637,150385
139692,268217
139909,34486
140257,67186
140305,19913
140374,158282
140470,17453
140502,219193
140578,34486
140889,17453
141204,51420
141445,176858
142174,61215
142189,268304
142261,71345
142300,34486
142922,158282
143055,133159
143120,271945
143129,34486
143206,162234
143343,242383
143384,34486
143401,61215
143420,274088
143484,131552
143484,268304
143672,177561
143705,51420
143708,61215
143735,149962
143764,268304
143839,242383
143952,199606
144067,274088
144199,199606
144239,287681
144248,176858
144260,88853
144346,212410
144357,289568
144521,67331
144573,274088
144583,224280
144623,131552
144623,61215
144667,61215
144693,198263
144721,17453
144740,176858
144786,158282
144792,173467
144803,214765
144807,34486
144861,35389
144984,17453
145001,48505
145208,208198
145261,33204
145270,173467
145309,77904
145342,99463
145350,147886
145393,176858
145424,158282
145434,65985
145440,31567
145443,67331
145452,51420
145462,131552
145507,159815
145562,131552
145564,212410
145601,18161
145610,75691
145642,61215
145665,48717
145667,139095
145803,207648
145821,279143
145827,33722
145831,88853
145848,19913
145918,201738
145924,173655
145996,274088
146007,17453
146087,61215
146123,158282
146142,61215
146179,48505
146272,274088
146280,34486
146315,18161
146345,201738
146376,274161
146470,79926
146476,274088
146510,110478
146536,173467
146536,146792
146607,201738
146629,62246
146659,158282
146665,287681
146694,131552
146725,285888
146728,82064
146801,214765
146812,158282
146882,34486
146888,176858
146939,131552
147023,123396
147085,199606
147095,146792
147233,199606
147259,176858
147319,71345
147337,88853
147364,17453
147401,242383
147412,61215
147521,219193
147535,158282
147677,88853
147696,61215
147750,61215
147777,147886
147782,17453
147784,88853
147832,201738
147914,242383
148015,278302
148113,88853
148118,244713
148158,9667
148307,274088
148341,199606
148359,131552
148417,158282
148475,163949
148491,61215
148502,173467
148578,224280
148627,162234
148636,48505
148668,79926
148737,279143
148756,281429
148765,224280
148821,214110
148844,131552
148846,201738
148850,279143
